station_id,route_key,mp,role,reason,site,station_type,on,at,shs_offset_m,lat,lon
00103,21,3.073,pulled,,00103,P,SH 21 MAIN,SH-21  0.4 Mi. SW of Old SH-21,0.7,43.5435637677656,-116.102690613475
00053,21,16.243,skip,between 00103 and 00081,00053,P,SH 21 MAIN,SH-21  3.3 Mi. N of Boise-Ada Co. Line,1.0,43.6366547996435,-115.987604253555
00081,21,89.154,pulled,,00081,P,SH 21 MAIN,SH-21  0.2 Mi. NE of Grandjean Jct,1.2,44.167419208539,-115.272661525038
00077,22,27.73,pulled,,00077,P,SH 22 MAIN,SH-22  7.1 Mi. NE of Jefferson-Clark Line,1.0,44.126704258799,-112.547622731861
00175,25,56.71,pulled,,00175,P,SH 25 MAIN,SH-25 1.3 Mi. N of I-84 IC 216,1.0,42.5860445598719,-113.628643655475
00104,26,140.401,pulled,,00104,P,US 26 MAIN,US-26  2.1 Mi. E of Jct I-84,0.7,42.9236493032384,-114.892473983002
00012,26,351.694,skip,next to 00104,00012,P,US 26 MAIN,US-26  3.5 Mi. E of US-26 Bus,0.6,43.6107754167927,-111.703415908633
00058,28,73.023,pulled,,00058,P,SH 28 MAIN,SH-28  0.3 Mi. SE of Jct SH-29,0.5,44.6584267167671,-113.335418994535
00045,3,39.866,pulled,,00045,P,SH 3 MAIN,SH-3  0.9 Mi. N of Jct SH-8,0.8,46.8737277554027,-116.400413714953
00112,3,77.413,skip,next to 00045,00112,P,SH 3 MAIN,SH-3  7.4 Mi. N of Jct SH-6,0.1,47.2432152609694,-116.502920954094
00091,30,177.062,pulled,,00091,P,US 30 MAIN,US-30  4.7 Mi. W of Filer City Limits,0.6,42.5927831963976,-114.697306279867
00133,30,177.403,skip,co-located with 00091,00091,W,US 30 MAIN,US-30  5.0 Mi. W of Stevens Ave,0.6,42.5922683520902,-114.690657234148
00003,30,192.589,skip,between 00091 and 00105,00003,P,US 30 MAIN,US-30  2.6 Mi. W of Jct SH-50,0.7,42.5483430652272,-114.415180194943
00105,30,201.243,pulled,,00105,P,US 30 MAIN,US-30  2.1 Mi. E of Main St,0.7,42.5332306202878,-114.260378959291
00155,30,201.243,skip,co-located with 00105,00105,P,US 30 MAIN,US-30  2.1 Mi. E of Main St,0.7,42.5332306516309,-114.260386964519
00254,30,307.184,skip,between 00105 and 00160,00254,P,US 30 MAIN,"US-30  0.1 Mi. W of Pocatello Ave, Pocatello",0.8,42.8766284896439,-112.452951159595
00160,30,338.059,pulled,,00160,P,US 30 MAIN,US-30  1.6 Mi. W of Maughan Rd,0.5,42.6184947496195,-112.090561707548
00060,30,359.15,skip,between 00160 and 00090,00060,P,US 30 MAIN,US-30  1.4 Mi. E of Jct SH-34,0.9,42.651083602672,-111.70289565698
00090,30,385.063,pulled,,00090,P,US 30 MAIN,US-30  0.7 Mi. SE of Nounan Rd,0.4,42.4441345638026,-111.349036106155
00134,30,385.071,skip,co-located with 00090,00090,W,US 30 MAIN,US-30  200 Ft. S of Smith Ln,0.4,42.4440369798835,-111.348951235475
00036,30,405.791,skip,next to 00090,00036,P,US 30 MAIN,US-30  11.5 Mi. SE of Jct US-89,0.7,42.1994795704424,-111.175136871329
00031,31,3.533,pulled,,00031,P,SH 31 MAIN,SH-31  3.5 Mi. N of Jct US-26,1.0,43.488773033416,-111.349754795638
00075,32,9.273,pulled,,00075,P,SH 32 MAIN,SH-32  1.3 Mi. N of Teton-Fremont Line,0.7,43.9541564504537,-111.187710048541
00056,33,21.907,skip,next to 00059,00056,P,SH 33 MAIN,SH-33  6.0 Mi. E of Little Lost River Hwy,0.9,43.7963763428555,-112.886761222646
00156,33,21.907,skip,co-located with 00056,00056,W,SH 33 MAIN,SH-33  6.0 Mi. E of Little Lost River Hwy,0.9,43.7963763428555,-112.886761222646
00059,33,96.103,pulled,,00059,P,SH 33 MAIN,SH-33  5.3 Mi. E of Main St,0.2,43.8724006797164,-111.506347442551
00239,33,127.498,pulled,,00239,P,SH 33 MAIN,SH-33   0.4 Mi. S of Darby Rd,1.0,43.6887790202085,-111.110437852356
00102,33,136.258,skip,next to 00239,00102,P,SH 33 MAIN,SH-33  2.8 Mi. SE of Jct SH-31,0.2,43.5726991623957,-111.076234100562
00178,39,25.919,pulled,,00178,P,SH 39 MAIN,SH-39  0.3 Mi. W of Anderson Rd,0.7,43.0813450817336,-112.775741019747
00041,41,9.037,pulled,,00041,P,SH 41 MAIN,SH-41  1.1 Mi. N of Jct SH-53,1.1,47.8323662063901,-116.871995978451
00157,44,13.387,skip,next to 00333,00157,P,SH 44 MAIN,SH-44  90 Ft. W of Longhorn St,0.7,43.691640290056,-116.436337964636
00333,44,14.678,pulled,,00333,P,SH 44 MAIN,"SH-44 (State), 730' East of Linder Road",0.8,43.6945085718345,-116.410988606149
00335,44,15.492,skip,between 00333 and 00336,00335,P,SH 44 MAIN,"SH-44 (State), 390' East of Fisher Parkway",0.7,43.695460625174,-116.394825400189
00336,44,16.263,pulled,,00336,P,SH 44 MAIN,"SH-44 (State), 825' East of South Urban Gate Avenue",0.4,43.6954507952079,-116.379452212801
00341,44,22.171,skip,co-located with 00340,00340,P,SH 44 MAIN,"SH-44 (Glenwood), 620' South of Riverside Drive",1.1,43.6619399631183,-116.27956069213
00217,44,22.27,skip,co-located with 00340,00340,P,SH 44 MAIN,,1.1,43.660511668718,-116.279697200306
00340,44,22.513,pulled,,00340,P,SH 44 MAIN,"SH-44 (Glenwood), 820' South of West Marigold Street",1.0,43.6570010786881,-116.279754456603
00229,45,9.71,pulled,,00229,P,SH 45 MAIN,SH-45  0.3 Mi. N of Bowmont Rd,1.1,43.4631150350715,-116.573225961838
00177,46,14.052,pulled,,00177,P,SH 46 MAIN,Sh-46  0.6 Mi. S of Jct I-84 IC 157,1.0,42.7560447608733,-114.704017375948
00132,47,6.856,pulled,,00132,P,SH 47 MAIN,SH-47  5.8 Mi. E of Jct SH-32,1.0,44.0950869449902,-111.340407406589
00174,51,13.153,pulled,,00174,P,SH 51 MAIN,SH-51 0.316 Mi S of Battle Creek Rd,1.2,42.1822933832395,-116.112366538134
00095,52,21.603,pulled,,00095,P,SH 52 MAIN,SH-52 9.2 Mi SE of SH-30,0.1,43.8949152404602,-116.658133796939
00162,52,44.61,skip,next to 00095,00162,P,SH 52 MAIN,SH-52  0.2 Mi. NW of Sweet Ola Hwy,0.0,43.9488190309073,-116.342759973179
00241,53,3.969,pulled,,00241,W,SH 53 MAIN,SH-53  0.6 Mi. E of N Church Rd,1.2,47.7686411878279,-116.972228049746
00040,53,6.648,skip,next to 00241,00040,P,SH 53 MAIN,SH-53  2.8 Mi. SW of Jct SH-41,1.2,47.7939072993004,-116.928594771119
00042,54,8.361,pulled,,00042,P,SH 54 MAIN,SH-54  0.5 Mi. E of Jct US-95,0.7,47.9478469834932,-116.688716073801
00238,55,4.63,skip,next to 00161,00238,P,SH 55 MAIN,SH-55  259 Ft. S of Lowell Rd,1.1,43.57343689009279,-116.79252735555096
00161,55,12.854,pulled,,00161,P,SH 55 MAIN,SH-55  0.3 Mi. E of Indiana Ave,0.7,43.6044534166033,-116.66796914444
00228,55,16.302,pulled,,00228,P,SH 55 MAIN,"SH-55  713 Ft. N of Conn from I-84 Bus, Nampa",1.2,43.6071646667329,-116.60033106342
00275,55,33.115,pulled,,00275,P,N Eagle RD,SH-55  370 Ft. N of Sedona St,1.1,43.6540568492279,-116.354239203252
00330,55,33.34,pulled,,00275,P,N Eagle RD,SH-55 .38 mi S of Chinden Rd.,1.1,43.6573122524593,-116.354229845067
00270,55,35.172,pulled,,00270,P,N Eagle RD,SH-55  0.48 Mi. S of Jct SH-44,1.1,43.6838490087746,-116.354081368968
00010,55,40.628,skip,between 00270 and 00184,00010,P,SH 55 MAIN,SH-55  3.3 Mi. N of Jct SH-44,1.2,43.7270759843307,-116.308865944973
00184,55,71.005,pulled,,00184,P,SH 55 MAIN,SH-55  379 Ft. S of Garden Valley Rd (counter at intersection),1.1,44.0839034201604,-116.115638795925
00043,55,119.779,skip,between 00184 and 00243,00043,P,SH 55 MAIN,SH-55  3.6 Mi. S of Roseberry Rd.,1.1,44.683733707511,-116.051820682214
00243,55,126.522,pulled,,00243,P,SH 55 MAIN,SH-55  370 Ft. N of Paddy Flat Rd,1.1,44.7756159562281,-116.077261670893
00244,55,145.102,skip,next to 00243,00244,P,SH 55 MAIN,SH-55  106 Ft. W of Packer John Cabin State Park,0.7,44.9556780165369,-116.225543171601
00170,69,0.415,pulled,,00170,P,SH 69 MAIN,SH-69  420 ft. W of Sailor Pl,0.6,43.4883515637186,-116.400598321357
00110,69,2.458,skip,next to 00170,00110,P,SH 69 MAIN,SH-69  .78 Mi. N of E. Deer Flat Rd,1.1,43.5139519040706,-116.393912098049
00331,69,2.59,skip,co-located with 00110,00110,P,SH 69 MAIN,"SH-69 500' S. of Hubbard Rd., Kuna",1.1,43.5158588087855,-116.393913522856
00311,71,4.275,pulled,,00311,P,SH 71 MAIN,SH-71  0.1 Mi. SE of Entrance to Woodhead Park,1.0,44.8009857728216,-116.920529971017
00014,75,6.057,skip,next to 00068,00014,P,SH 75 MAIN,SH-75  6.0 Mi. N of North Rail St/US 26,1.0,43.0226972377676,-114.395449684423
00068,75,45.71,pulled,,00068,P,SH 75 MAIN,SH-75  2.9 Mi. N of Bullion St,1.0,43.5594251098812,-114.331420255504
00028,75,62.208,pulled,,00028,P,SH 75 MAIN,SH-75  7.6 Mi. N of Jct SH-75 Spur,0.5,43.7814336273608,-114.416706629907
00082,75,153.109,skip,next to 00028,00082,P,SH 75 MAIN,SH-75  4.2 Mi. E of Ford St,1.2,44.2677614803751,-114.325474155583
00107,78,51.67,pulled,,00107,P,SH 78 MAIN,"SH-78  11.0 Mi. NW of SH-167, Grand View",0.7,43.0454150192661,-116.228503904154
00125,8,0.071,pulled,,00125,P,SH 8 MAIN,SH-8  320 ft. E of Idaho-Washington Line,0.7,46.7324232970606,-117.038401846259
00127,8,5.516,skip,next to 00125,00127,P,SH 8 MAIN,SH-8  2.1 Mi. E of Mountain View Dr,0.6,46.7231298577008,-116.936856231898
00123,84,14.722,skip,next to 00025,00123,P,INT 84 MAIN,I-84  1.8 Mi. SE of Black Canyon IC,0.9,43.8427149574532,-116.764744536303
00128,84,14.811,skip,co-located with 00123,00123,P,INT 84 MAIN,I-84  2.55 Mi. NW of Black Canyon IC (WB),0.9,43.8414435651472,-116.764439195296
00025,84,19.094,pulled,,00025,P,INT 84 MAIN,I-84  1.8 Mi. SE of Sand Hollow IC (EB),0.5,43.7850619654735,-116.732134387232
00196,84,25.624,skip,between 00025 and 00194,00196,P,INT 84 MAIN,I-84  0.36 Mi. NW of US-20 IC #26 (WB),0.6,43.69468326642274,-116.69684777528995
00194,84,27.251,pulled,,00194,P,INT 84 MAIN,,0.2,43.6740641973905,-116.6829710578
00198,84,28.305,skip,between 00194 and 00094,00198,P,INT 84 MAIN,IC 29 .38 miles,0.1,43.665277,-116.665948
00094,84,31.955,pulled,,00094,P,INT 84 MAIN,I-84 3.3 Mi. E of Franklin IC (EB),0.2,43.62608108418621,-116.61966141240512
00327,84,33.786,skip,co-located with 00195,00195,P,INT 84 MAIN,I-84 .2 mi. E of W. Karcher Rd. (EB),0.3,43.6074884677243,-116.593614019002
00195,84,34.156,pulled,,00195,P,INT 84 MAIN,I-84  0.6 Mi. E of Karcher Rd IC (EB),0.1,43.60387585066554,-116.58816361378877
00328,84,35.151,pulled,,00328,P,INT 84 MAIN,I-84 .2 Mi. E. of Northwest IC (EB),0.5,43.6001892058039,-116.569255427921
00276,84,35.69,pulled,,00276,P,INT 84 MAIN,I-84  .75 Mi. E of Northside Blvd IC (EB),0.5,43.599270216682896,-116.55859200286328
00277,84,36.655,skip,between 00276 and 00142,00277,P,INT 84 MAIN,I-84  .7 Mi. E of N. Franklin IC  (EB),0.7,43.598083432147504,-116.5394253948257
00142,84,39.949,pulled,,00142,P,INT 84 MAIN,I-84  1 Mi. E of Robinson Rd Underpass,0.5,43.59696913092648,-116.4740394768978
00278,84,43.041,skip,between 00142 and 00279,00278,P,INT 84 MAIN,I-84  1.07 Mi. E of Ten Mile IC (EB),0.7,43.5933413345611,-116.412742611911
00279,84,44.919,pulled,,00279,P,INT 84 MAIN,I-84  160 Ft. W of Ctr Locust Grove OP (EB),0.7,43.593344727579,-116.375306925693
00122,84,48.001,pulled,,00122,P,INT 84 MAIN,I-84   W. side Five Mile UP (WB),0.7,43.5971777936685,-116.314598387181
00263,84,49.909,skip,between 00122 and 00262,00263,P,INT 84 MAIN,"I-84  0.25 Mi. W of Cole-Overland IC, Boise (WB)",0.0,43.5919584798808,-116.278225160801
00261,84,51.276,skip,co-located with 00262,00262,P,INT 84 MAIN,"I-84  1.1 Mi. E. of Cole IC, Boise (EB)",0.0,43.5809792574206,-116.255530868798
00262,84,51.276,pulled,,00262,P,INT 84 MAIN,"I-84  0.7 Mi. W of Orchard IC, Boise (WB)",0.0,43.5809792574206,-116.255530868798
00264,84,52.892,skip,co-located with 00172,00172,P,INT 84 MAIN,"I-84  0.6 Mi. W of Vista Ave IC, Boise (WB)",0.7,43.5719302306197,-116.226936470259
00172,84,52.908,skip,between 00262 and 00265,00172,P,INT 84 MAIN,I-84  .95 Mi. E of Orchard IC (EB),0.7,43.571932571516,-116.22661890761
00999,84,52.928,skip,co-located with 00172,00172,P,INT 84 MAIN,,0.7,43.571936,-116.226214
00265,84,53.842,pulled,,00265,P,INT 84 MAIN,"I-84  0.337 Mi. E. of Vista IC, Boise (EB)",0.3,43.5693777534326,-116.208522625936
00280,84,55.976,skip,between 00265 and 00002,00280,P,INT 84 MAIN,I-84  .96 Mi. W of Gowen IC (WB),0.3,43.5519015254828,-116.174299926532
00002,84,58.337,pulled,,00002,P,INT 84 MAIN,I-84  1.4 Mi. SE of Gowen Rd IC (EB),0.8,43.5231207065802,-116.150708061754
