# ITD District 2 NextXDSegI repair table - derived by corridors.repair_links
# district: 2
# radius_m: 25.0
# max_bearing_delta_deg: 90.0
# require_same_bearing: True
# bearing_probe_m: 30.0
# n_segments: 3499
# n_null_next: 691
# n_fill: 448
# n_override: 16
# ambiguous_fill: 9
# ambiguous_override: 0
# skipped_off_subset: 49
# crs: EPSG:32611
# route_junction rows (ROADMAP Item 51): extents.route_junction_repairs on ITD route
#   membership - where a route turns off INRIX's link (the link is null or leaves every
#   route the segment carries) onto a head nothing in the route links into, starting on
#   the segment's second half within 20 m, turning <= 120 deg, milepost-consistent where
#   both lie on one SHS line. These cross XDGroups, unlike fill/override.
# n_route_junction: 14
segment,old_next,new_next,kind,gap_m,bearing_delta_deg,xdgroup,road_name,lanes
124197589,,124202420,fill,9.313225746154783e-10,0.7982855646855853,296458,5th St,1.0
124197620,,124443322,fill,0.0,0.0271929752014443,301300,Grelle Ave,1.0
124197625,,124239322,fill,1.9557774066925052e-08,2.214417922441129,306109,11th Ave,1.024
124197631,,124202266,fill,0.0,0.013371552094668,306112,28th St N,1.0
124198097,,124419934,fill,0.0,1.4386533627592826,307192,Cow Crk,1.0
124202266,,385687323,fill,0.0,0.4829630822390243,306112,28th St N,1.0
124202328,,124646106,fill,2.5453791492719003e-08,4.985705229540571,306109,11th Ave,1.024
124202350,,124188674,fill,0.0014334891819138,3.713450596724499,295751,Hill St,1.0
124202420,,124188626,fill,0.0,0.0010224990641631,296458,5th St,1.0
124203504,,475091988,fill,9.081052079050688e-07,0.8446375765429366,300910,Preston Ave,1.018
124203554,,124471007,fill,1.1757947504520416e-08,0.3219442916697517,307375,6th Ave N,1.0
124203562,,124052012,fill,1.1176477208740068e-08,0.8953806425320465,301211,Oak St,1.0
124203571,,124253977,fill,6.5192580223083504e-09,0.5951608593213393,295751,Hill St,1.0
124203605,,124408749,fill,0.0,0.0907694823300744,296302,3rd Ave N,1.0
124203639,,448894643,fill,0.0,1.8905900418304211,307384,Meadow Creek Rd,1.0
124203643,,124279130,fill,0.0,0.1181126534410168,296300,Hill St,1.0
124211022,,385687339,fill,9.23161242420402e-05,0.0797534425625485,307654,Cow Crk,1.0
124213094,,124232678,fill,1.3504498473821298e-07,0.0451062744610908,300175,Preston Ave,1.0
124213160,,124222287,fill,0.0,0.7980116384541134,299730,5th St,1.0
124216355,,124779631,fill,1.1378085102081469e-07,3.811981448853032,304915,G St,1.058
124217326,,124258284,fill,6.845220923423767e-08,3.494062200757469,296304,11th Ave,1.035
124217398,,124222241,fill,0.0,0.013371552094668,307879,28th St N,1.0
124217466,,124503060,fill,0.0,0.8913922141923649,306105,29th St,1.0
124222241,,124258280,fill,0.0,0.6265746333141067,307879,28th St N,1.0
124222247,,123929620,fill,1.367880031466484e-08,0.7258449224476635,296304,11th Ave,1.035
124222287,,124225961,fill,0.0,0.3724786403516305,299730,5th St,1.0
124222345,,124267355,fill,0.2806947589603445,0.1982762890087315,306813,16th Ave,1.012
124222349,,124167782,fill,0.0,4.4738165741893,306034,Stewart Ave,1.058
124222396,,124083711,fill,9.359779205299049e-08,0.2254260179971652,302552,G St,1.045
124222472,,124348061,fill,0.0,0.1025826959229618,308064,S Blaine St,1.0
124224938,,124691889,fill,0.0,10.147560682444436,301101,Thorn Creek Rd,1.0
124225803,,124727893,fill,6.258074544396699e-07,0.2824818269399429,299385,Frontage Rd,1.0
124225945,,124447571,fill,0.0,2.3840868775571096,296716,20th St N,1.0
124225961,,124258209,fill,0.0,6.251355574796094,299730,5th St,1.0
124226080,,124681944,fill,9.313225746154783e-10,1.731897624906651,306105,29th St,1.0
124232521,,124683895,fill,0.0,0.2560200095556695,306260,Talmaks Rd,1.0
124232548,,124352422,fill,4.6566128730773926e-09,1.313668653981637,300416,S Blake Ave,1.0
124232628,,124345334,fill,0.0,3.713450595835184,296300,Hill St,1.0
124232651,,124222396,fill,1.4177001299862022e-08,0.3291808864921677,302552,G St,1.045
124232672,,124213160,fill,0.0,0.0010228467988895,299730,5th St,1.0
124232674,,385666810,fill,0.0,1.4922259621222338,296304,11th Ave,1.035
124232678,,124232699,fill,1.154408195200234e-07,0.0451803552248293,300175,Preston Ave,1.0
124232699,,440947739,fill,0.0,0.0616811770673848,300175,Preston Ave,1.0
124236725,,1236943767,fill,0.0,0.0851244050482478,305948,4th St,1.0
124236743,,771121464,fill,3.71481638532338e-08,0.6624630528077091,307375,6th Ave N,1.0
