# ITD District 6 NextXDSegI repair table - derived by corridors.repair_links
# district: 6
# radius_m: 25.0
# max_bearing_delta_deg: 90.0
# require_same_bearing: True
# bearing_probe_m: 30.0
# n_segments: 6686
# n_null_next: 1850
# n_fill: 1289
# n_override: 26
# ambiguous_fill: 37
# ambiguous_override: 0
# skipped_off_subset: 48
# crs: EPSG:32612
# route_junction rows (ROADMAP Item 51): extents.route_junction_repairs on ITD route
#   membership - where a route turns off INRIX's link (the link is null or leaves every
#   route the segment carries) onto a head nothing in the route links into, starting on
#   the segment's second half within 20 m, turning <= 120 deg, milepost-consistent where
#   both lie on one SHS line. These cross XDGroups, unlike fill/override.
# n_route_junction: 8
segment,old_next,new_next,kind,gap_m,bearing_delta_deg,xdgroup,road_name,lanes
117503859,,119801636,fill,1.0477378964424131e-09,0.4909549935633777,40195,E 105 N,1.0
117505051,,117798371,fill,9.313225746154783e-10,1.2297112034231643,40208,N 3500 E,1.0
117509491,,474897518,fill,0.0,0.1718593939443735,40312,E 400 N,1.0
117529684,,117800413,fill,9.313225746154783e-10,0.0251855982634197,40615,N 4200 E,1.0
117553141,,117968634,fill,9.313225746154783e-10,0.0078855073080887,40953,S 12th W,1.0
117562031,,117812610,fill,1.5317343757421317e-06,4.520003320716597,41095,Crimson Dr,1.0
117562053,,117893328,fill,9.331397911231848e-10,1.1753176313167444,41096,N 4000 W,1.0
117570477,,448702380,fill,4.5122763769820575e-06,1.4775211474985497,41222,Traughber Rd,1.0
117581741,,117583561,fill,1.5753302485458112e-05,12.530455749099929,40689,E Lincoln Rd,1.0
117604423,,117673918,fill,1.7404090613126755e-08,0.0431292888521284,41718,Aspen St,1.0
117612077,,428968834,fill,6.895861588418484e-07,2.3562274288746607,41845,W 33rd S,1.0
117615442,,117636192,fill,0.0,0.982428489245592,41913,E 49th N,1.0
117615947,,118018949,fill,1.005877054216059e-07,0.1494928461233371,41927,N 1800 E,1.0
117616002,,117995686,fill,0.0,0.0442801641142978,41369,N 3700 E,1.0135
117617524,,117678773,fill,0.0,1.7691454968995115,41951,Stonebrook Ln,1.043
117630833,,383862276,fill,0.0,0.9698904023469764,42164,S 25th E,1.0
117634370,,117751508,fill,0.0,0.7409252048186943,42239,Pioneer Rd,1.0
117634464,,118106159,fill,0.0045662134889439,0.9724949777717312,41951,Stonebrook Ln,1.043
117641686,,118043949,fill,1.5308614820241928e-08,0.0617804623503843,42373,E 200 N,1.0
117642157,,474862182,fill,5.588238604370034e-09,0.654077558366339,40615,N 4200 E,1.0
117642658,,118101052,fill,0.0,0.0877896063977061,42395,N State St,1.0
117642710,,440889932,fill,9.640004082424644e-09,6.433282069674789,42398,W Portland Ave,1.0
117644248,,474862168,fill,5.600502969346756e-06,1.1464272004169516,40689,E Lincoln Rd,1.0
117644521,,117739318,fill,6.074191397930728e-06,2.065876044522753,42434,N Yellowstone Hwy,1.0
117644624,,120090587,fill,6.938978201441567e-08,0.0335732894377542,42441,E Main St,1.0
117646592,,117787863,fill,0.0,1.898254672194412,42434,N Yellowstone Hwy,1.0
117647500,,118158243,fill,9.313225746154783e-10,1.889095745867479,42494,N 3900 E,1.0
117660269,,463723666,fill,0.2795268695987629,2.879689110913006,42711,S 5th W,1.0
117669211,,117686958,fill,0.0,0.922280751195558,40953,S 12th W,1.0
117673918,,474893427,fill,0.0,0.6244125427165841,41718,Aspen St,1.0
117675716,,484371225,fill,3.0706789354931263e-08,0.0773134840431168,43011,S Highway 191,1.0
117676336,,117952057,fill,2.415239035749953e-06,0.0065825165625028,43024,N Bassett Rd,1.0
117678773,,118151775,fill,0.0,8.606206203560191,41951,Stonebrook Ln,1.043
117679548,,117923189,fill,0.0545044109077336,3.643448116273248,43093,N 3600 E,1.0
117680277,,118042404,fill,2.798581317440812e-06,0.0399091188956504,43101,E Portland Ave,1.0
117682597,,117702177,fill,0.0,0.158288551634854,42494,N 3900 E,1.0
117682985,,119161964,fill,0.0,25.3207032984007,43139,,1.0
117685056,,117689854,fill,1.0477378964424131e-09,0.2230075185868543,41613,E 4000 N,1.0
117685672,,117985226,fill,6.519517872758751e-09,1.2589899543316392,42711,S 5th W,1.0
117686958,,117755459,fill,0.0,0.5138425363107899,40953,S 12th W,1.0
117687175,,117644521,fill,2.9726439976054977e-06,0.3896716752144868,42434,N Yellowstone Hwy,1.0
117688767,,117688929,fill,0.0200265153706664,10.23899931135253,43277,Smith Rd,1.0
117689854,,117598239,fill,7.159542292356491e-09,0.0827400490164791,41613,E 4000 N,1.0
117690198,,461313816,fill,0.0,0.0550660805021152,43302,Last Chance Fisherman Acc,1.0
117695032,,117787611,fill,1.026774064149912e-06,36.720933445743526,43385,S Henry Creek Rd,1.0
117695931,,117728208,fill,1.7133574082710805e-06,0.3054789154011814,42434,N Yellowstone Hwy,1.0
117696735,117857031,474892903,override,4.41690531668285e-07,2.790322262266613,40272,N 55th E,1.0
117698827,,117700859,fill,9.89530235528946e-10,0.0242526796985771,43437,W Smith St,1.0
117699297,,118193041,fill,9.331397911231848e-10,0.0038167126255643,43448,S Bellin Rd,1.065
117700900,,119084764,fill,0.0025923662834186,0.3804133972861336,40195,E 105 N,1.0
117700958,,474856955,fill,0.0299886667052475,0.0320404415066661,42434,N Yellowstone Hwy,1.0
117702177,,117751434,fill,0.0,0.0368906551385634,42494,N 3900 E,1.0
117702355,,770994758,fill,9.331397911231848e-10,0.0584180266126281,40953,S 12th W,1.0
117705245,,383827774,fill,3.8009602576494224e-08,0.4374967311136402,41718,Aspen St,1.0
117705318,,119903738,fill,0.0,0.6052352261694978,43552,N Yellowstone Hwy,1.0
117715283,,117999985,fill,2.815447611293522e-06,0.4712312854530296,43774,N Yellowstone Hwy,1.0
117717123,,119078239,fill,0.0126162400441141,0.3804133545973513,43810,E 105 N,1.0
117718319,,118074902,fill,0.0,0.772190184928121,41927,N 1800 E,1.0
117728208,,117901143,fill,0.0,0.3136571818774314,42434,N Yellowstone Hwy,1.0
117733536,,428958585,fill,0.0,0.4727456797982654,44124,W Center St,1.0
117735202,,118174355,fill,0.0799124059028901,0.4083606937383877,43448,S Bellin Rd,1.0645
117736075,,117819962,fill,5.334807827072269e-07,0.0220387662580776,44170,S Yellowstone Hwy,1.274
117737450,,117845337,fill,0.0021498879587681,10.577197682561945,44188,N 2000 E,1.0
117739317,,118153977,fill,0.0,0.0546088433603131,44236,E 650 N,1.0
117739318,,118054485,fill,2.176180247666332e-05,0.0058335595794858,42434,N Yellowstone Hwy,1.0
117739326,,118162891,fill,0.0,2.8848244626602764,44239,N Crimson Dr,1.0
117739328,,117562031,fill,8.711713616112606e-06,2.1128116241705186,41095,Crimson Dr,1.0
117743571,,117754869,fill,3.5391981046554315e-08,0.1965312584898129,40953,S 12th W,1.0
117743594,,117968559,fill,4.2054783245987365e-09,10.422964063334804,41095,Crimson Dr,1.0
117743704,,119183996,fill,0.0006906082225959,11.812305690256435,40615,N 4200 E,1.027
117744908,,117969555,fill,0.0,0.8517204925360318,43024,N Bassett Rd,1.0
117747295,,117808637,fill,0.0,0.1114098069219267,44419,Airport Rd,1.0
117748120,,117604423,fill,1.550181918674737e-07,1.8164115248291068,41718,Aspen St,1.0
117748154,,384160850,fill,0.0,0.1171060672385806,44446,W 7th S,1.287
117748981,,117709220,fill,6.893853999077048e-08,0.1286297112988279,42239,Pioneer Rd,1.0
117750121,,440871288,fill,0.0,0.2927066970042347,44482,N 3500 E,1.0
117751430,,117952054,fill,0.0399545377091442,0.4131624685925601,40615,N 4200 E,1.0
117751433,,117972740,fill,2.7939677238464355e-09,0.041483271365422,41369,N 3700 E,1.0
117751434,,771012120,fill,4.6566128730773926e-09,0.3326164968585772,42494,N 3900 E,1.0
117751508,,117770414,fill,0.0,0.3213220901073725,42239,Pioneer Rd,1.0
117751522,,117616002,fill,9.331397911231848e-10,2.1384386157740494,41369,N 3700 E,1.027
117752345,,117819488,fill,1.1734758276534793e-07,0.1820074795803634,44565,W 18th St,1.0
117754401,,474893107,fill,0.0169684673435353,1.5078779068225572,44607,E Lincoln Rd,1.0
117754484,,474892983,fill,1.676542314458144e-08,0.0553330823072428,44611,N 3600 E,1.0
117754869,,117669211,fill,0.0,4.003772609508161,40953,S 12th W,1.0
117754986,,117747295,fill,0.0,0.0603971725793428,44419,Airport Rd,1.0
117755175,,117705245,fill,3.6037076944867397e-09,5.502614703672862,41718,Aspen St,1.0
117755459,,117553141,fill,0.0,0.9297689319577388,40953,S 12th W,1.0
117758825,,118002473,fill,9.313225746154783e-10,0.5665466191777284,44727,N 15th E,1.0
117758832,,117995761,fill,6.897686410420475e-08,0.6499517204488257,44729,N Avon Ln,1.0
117767136,,118145079,fill,3.869824609392011e-09,0.0263037121574143,44933,N 3565 E,1.0
117767318,,117620535,fill,9.313225746154783e-10,0.1527291167025453,41994,N 2600 E,1.0
117767566,,383859705,fill,3.447042811250768e-05,1.691842106016793,44949,Dowton Ln,1.0
117770384,,118145087,fill,0.0,0.6054632851133022,45037,N Yellowstone Hwy,1.0
117770414,,117912047,fill,0.0,0.0566565489160382,42239,Pioneer Rd,1.0
117772647,,118014410,fill,0.0,0.9099301930678508,45094,E 16th St,1.0
117773724,,117952000,fill,0.0,0.0230020602938623,45114,N 4200 E,1.0
117776419,,117998676,fill,1.1562305700082971e-05,0.0260598771209856,43774,N Yellowstone Hwy,1.0
117776434,,118054708,fill,1.4018261081995787e-09,19.48231288766138,44239,N Crimson Dr,1.0
117779533,,117615947,fill,0.0,0.1161972730729985,41927,N 1800 E,1.0
117779565,,117964626,fill,0.0,1.802118628055496,41847,Lincoln Blvd,1.0
117783164,,117675716,fill,0.0,0.4530408633334559,43011,S Highway 191,1.0
117783219,118128597,771035524,override,1.862645149230957e-09,1.2865206284935766,42164,S 25th E,1.0
117783326,,117897260,fill,0.3406958383494925,8.112620039917147,43101,E Portland Ave,1.0
117783746,,117631817,fill,3.7254540039112683e-08,1.5907410607992176,42188,N 115th E,1.0
117787611,,117822815,fill,5.9280437680305985e-09,1.2974890467594378,43385,S Henry Creek Rd,1.0
117787863,,117949036,fill,0.0,2.1286828440026118,42434,N Yellowstone Hwy,1.0
117788443,,117953896,fill,0.0,10.31593969004237,41994,N 2600 E,1.0
117788498,,117688795,fill,4.0745362639427185e-09,0.4226721790304566,41613,E 4000 N,1.0
117789381,,117630833,fill,1.3971778739874714e-08,4.144624203261259,42164,S 25th E,1.0
117797440,,119029851,fill,1.9845312775448e-08,26.535730571465308,45706,W 17th S,1.17
117797735,,119815160,fill,3.2842328347685766e-08,0.7894637919366687,43810,E 105 N,1.0
117798371,,474892803,fill,6.987402395122758e-08,0.3623545395259384,40208,N 3500 E,1.0
117800413,,117818602,fill,0.0,0.0541684565367575,40615,N 4200 E,1.0
117804068,,117884303,fill,5.9320917679294876e-08,0.4629600075724625,42396,E 3500 N,1.0
117805267,,117845974,fill,8.090464817185124e-06,2.0262626398097154,44170,S Yellowstone Hwy,1.274
117810422,,118188588,fill,0.0,3.378636092818681,42723,S Saturn Ave,1.0
117810581,,117963887,fill,1.2969923838337363e-05,0.287369244082214,43011,S Highway 191,1.0
117811489,,117631032,fill,0.0,4.3487587385345705,41951,Stonebrook Ln,1.043
117811689,,117855013,fill,6.170012056827545e-09,0.4914287037559006,42396,E 3500 N,1.0
117812610,,118010458,fill,7.852085211196916e-06,5.595015142772155,41095,Crimson Dr,1.0
117812722,,1058071327,fill,1.1176477208740068e-08,1.8261313693253385,43448,S Bellin Rd,1.065
117813864,,119188044,fill,0.0,0.3246047550601361,42466,E 200 N,1.0
117815174,,484392412,fill,0.0,0.1362447505073873,44419,Airport Rd,1.0
117816333,,117814656,fill,0.0032924438035889,2.6885637007090963,45117,,1.0
117817556,,119061235,fill,0.0,15.651670921620564,46217,E Main St,1.0
117818600,,383859706,fill,0.0,1.7323777216961955,44933,N 3565 E,1.0
117818602,,117751430,fill,0.0,1.412391800043224,40615,N 4200 E,1.0
117819107,,118045122,fill,1.3970929970245072e-08,0.6580377936357991,40272,N 55th E,1.0
117819466,,118163031,fill,1.862645149230957e-09,0.291876646734039,46267,N 1800 E,1.0
117819488,,119713428,fill,0.0,0.1920248774862898,44565,W 18th St,1.0
117819962,,117857204,fill,2.0756912219461444e-06,2.8539610361847565,44170,S Yellowstone Hwy,1.274
117828417,,117644624,fill,9.89530235528946e-10,0.5888170112947364,42441,E Main St,1.0
117828419,,117944778,fill,1.1783876664048531e-06,0.5692404317432818,42395,N State St,1.0
117828421,,1058073389,fill,3.159947235862042e-07,1.842827235873216,46509,S 3000 W,1.0
117828422,,118010425,fill,0.0,0.379749685960661,41096,N 4000 W,1.0
117828427,,117818600,fill,0.0,4.410245720545504,44933,N 3565 E,1.0
117833774,,117813864,fill,0.0,0.5380378955360641,42466,E 200 N,1.0
117837257,,118188594,fill,0.0,1.7012260695465784,40272,N 55th E,1.0
117839387,,117678265,fill,12.488990684157844,2.2430792831009967,43062,N 800 E,1.0
117839576,,383809890,fill,0.0,0.5409706098373874,43093,N 3600 E,1.0
117841151,,383831897,fill,1.024520975011019e-08,0.0019481352451009,46938,N 3400 E,1.0
117841160,,117941270,fill,0.0,0.7948178218000521,45366,N 25th E,1.0
117841308,,118106177,fill,2.0582664299552675e-07,3.351517350402304,44239,N Crimson Dr,1.0
117843116,,484414987,fill,0.0003224873670224,0.2979873472812926,47002,Frontage St,1.0
117845337,,119069330,fill,7.63212537234471e-08,6.410901845522659,44188,N 2000 E,1.0
117845471,,117505051,fill,9.313225746154783e-10,1.0310175919623816,40208,N 3500 E,1.0
117845974,,117736075,fill,1.410900353317312e-06,2.2763358811897376,44170,S Yellowstone Hwy,1.274
117851343,,118193047,fill,0.0099884601278919,2.6119892407862157,43676,S Holmes Ave,1.0
117853213,,484398927,fill,6.520297361975743e-09,0.1397101120754769,40208,N 3500 E,1.0
117855013,,117804068,fill,7.159542292356491e-09,0.5280034067520489,42396,E 3500 N,1.0
117857200,119211053,117734810,override,0.0,0.3402363297111037,40834,S 1000 W,1.0
117857204,,117829742,fill,3.316310095576664e-06,1.0494431411721052,44170,S Yellowstone Hwy,1.274
117857206,,117996362,fill,0.0,0.2560451081776591,45114,N 4200 E,1.0
117857844,,1058087161,fill,2.626346173175345e-07,0.4825164882630872,41617,E 1600 N,1.0
117858126,,117929286,fill,0.0191970633693724,0.213740125628135,41847,Lincoln Blvd,1.0
117864135,,117700958,fill,1.3191967298742046e-08,0.1400675412451733,42434,N Yellowstone Hwy,1.0
117864142,,117830348,fill,0.0,0.008878096712209,45114,N 4200 E,1.0
117867655,,119621044,fill,0.0,1.248970065242247,47673,S 45th E,1.0
117871698,,383863834,fill,0.010005032224484,13.244600165706686,44407,S 35th W,1.0
117873076,,117783219,fill,0.0041905396568793,0.5556881337856225,42164,S 25th E,1.1965
117879799,,383866968,fill,6.158733734139569e-07,0.1081226237611758,42816,Lindsay Blvd,1.0
117884291,,117889289,fill,1.1176477208740068e-08,1.9251579431494288,47296,N 6th E,1.0
117884303,,484353297,fill,4.0745362639427185e-09,0.0943241970145152,42396,E 3500 N,1.0
117884375,,117982225,fill,2.0372681319713593e-09,4.000059071395157,46217,E Main St,1.0
117884377,,117682597,fill,2.7939677238464355e-09,0.1606454121316574,42494,N 3900 E,1.0
117886094,,484359340,fill,7.82397576425297e-08,0.4353544266440678,41369,N 3700 E,1.0
117889289,,117854850,fill,1.4720306970560451e-06,5.898076287149308,47296,N 6th E,1.0
117889338,,117925259,fill,0.0218212837864015,0.0314564675858832,43011,S Highway 191,1.0
117889339,,117889338,fill,8.520018989397473e-09,0.0024745693840202,43011,S Highway 191,1.0
117892254,,117784486,fill,2.794573987870897e-09,0.3698819028927289,45366,N 25th E,1.0
117892894,,440889936,fill,1.8424926875261283e-07,1.574253342347106,48366,W Ogden Ave,1.0
117893293,,117634464,fill,0.0,26.52048052541352,41951,Stonebrook Ln,1.043
117893328,,118018876,fill,0.0,1.0845005513811543,41096,N 4000 W,1.0
117899940,,117680277,fill,2.065472938783293e-05,0.0003022942633776,43101,E Portland Ave,1.0
117901143,,440888224,fill,1.863216951732285e-07,2.407124893614963,42434,N Yellowstone Hwy,1.0
117907699,,118117837,fill,1.6298520282979894e-07,0.3319444094284733,48765,S 45th W,1.0
117907736,,117772647,fill,0.0,0.187791780032569,45094,E 16th St,1.0
117912047,,117950546,fill,3.725290298461914e-09,1.7485263024689743,42239,Pioneer Rd,1.0
117912079,,118184288,fill,0.0,0.0470811798110446,42395,N State St,1.0
117915640,,117899941,fill,0.0010149821902662,0.1059453695409047,43101,E Portland Ave,1.0
117919805,,117664311,fill,0.0,1.4716768981064092,41845,W 33rd S,1.086
117920260,,117783746,fill,1.862645149230957e-09,1.9838267695170373,42188,N 115th E,1.0
117922673,,448724068,fill,0.0,2.756082199320076,45114,N 4200 E,1.0
117922699,,119511252,fill,0.0,0.1377164326257798,49167,Gladstone St,1.0
117923189,,117839576,fill,9.313225746154783e-10,0.4225966708402211,43093,N 3600 E,1.0
117923243,,117675877,fill,2.0331061906848318e-08,8.316387238451512,43014,N 3145 E,1.0
117923247,,1187538667,fill,9.9132300286278,1.4040660759306718,49177,Rollandet Ave,1.0525
117925259,,118101196,fill,0.0,0.3046023572731542,43011,S Highway 191,1.0
